entity,label,n_menciones,n_documentos
Declaraciones del Tcol,PER,1,1
Declaraciones del Tcol Bonelli,PER,1,1
Declaraciones del Teniente,PER,1,1
Declaraciones del Teniente General Miláns del Bosch,PER,1,1
Declaración de los Coroneles de la Guardia Civil Villanueva,PER,1,1
Declaración del Cabo,PER,1,1
Declaración del Capitán de la G.C. Torres Villar,PER,1,1
Declaración del Comandante,PER,1,1
Declaración del Comité Ejecutivo,PER,1,1
Declaración del Conductor,PER,1,1
Declaración del Contralmirante Ingeniero de la Armada,PER,1,1
Declaración del Coronel GOMEZ,PER,1,1
Declaración del Cte,PER,1,1
Declaración del General ARAMBURU,PER,1,1
Declaración del Gobernador Civil de Madrid,PER,1,1
Declaración del Juez Municipal Sr. Sierra Muñiz: El Cte,PER,1,1
Declaración del Sargento Rando Parra,PER,1,1
Declaración del Teniente Coronel AGUILAR,PER,1,1
Decreto,PER,1,1
Defender,LOC,1,1
Defensa del Capitán Batista,LOC,1,1
Defensa del Cte,PER,1,1
Defensas,LOC,1,1
Defensor,LOC,1,1
Defensor del Comandante Pardo,LOC,1,1
Defensor del Teniente General Exomo,LOC,1,1
Definición,PER,1,1
Dehesa,LOC,1,1
Del Comandante Pardo,PER,1,1
Del Coronel,LOC,1,1
Del Pozo Pérez,PER,1,1
Democracia y la Libertad van unidas,ORG,1,1
Demokratien Europas,ORG,1,1
Denegación,PER,1,1
Denegada,PER,1,1
Departamento de Anuario,LOC,1,1
Departamento de Estado,ORG,1,1
Dependía del Capitán Abad,PER,1,1
Depuración,PER,1,1
Der König,PER,1,1
Der Spiegel,ORG,1,1
Derecho,LOC,1,1
Derecho de Petición,LOC,1,1
Desarri,PER,1,1
Desarrolla,LOC,1,1
Desconoce,PER,1,1
Desembarcó,PER,1,1
Designación,PER,1,1
Despachó,PER,1,1
Después,ORG,1,1
Después del Sepelio,PER,1,1
Destacó,PER,1,1
Destituyó,PER,1,1
Detención,LOC,1,1
Dices,PER,1,1
Dicho Oficial,PER,1,1
Diciendola,ORG,1,1
Diego de León,PER,1,1
Diga,PER,1,1
Digamé,PER,1,1
Dijo,PER,1,1
Diligencia,LOC,1,1
Diligencia,PER,1,1
Dimas Sanz López,PER,1,1
Dime Pedro,PER,1,1
Diputado,PER,1,1
Dirección General,PER,1,1
Dirección General SIGC,ORG,1,1
Dirección General de Europa Expedido,PER,1,1
Dirección General de Transportes,ORG,1,1
Dirección Gral. de la Guardia Civil,PER,1,1
Director General,ORG,1,1
Director General de la GC,ORG,1,1
Dirigida,PER,1,1
Discrepa,LOC,1,1
Disponía,LOC,1,1
Disso,ORG,1,1
Distrito Universitario,LOC,1,1
Distrito Universitario de Madrid,LOC,1,1
Divaga,LOC,1,1
División Acorazada Brunete,ORG,1,1
Docentes,PER,1,1
Domicilio Social,PER,1,1
Domingo García Sabel,PER,1,1
Don CARLOS GUERRERO,LOC,1,1
Don DIEGO CAMACHO,ORG,1,1
Don Felipe González,PER,1,1
Dopico,PER,1,1
Dr David Clark,PER,1,1
Dr Edmund Marshall |,PER,1,1
Dr J. Dickson Mabon,PER,1,1
Dr Jeremy Bray | Mr Leo Abse | Mr Ted Rowlands,PER,1,1
Dr M. S. Miller |,PER,1,1
Dr. G,PER,1,1
Dr. Guillermo Estevez Boero,PER,1,1
Dr. Joaquim Manuel Pinheiro Caldeira,PER,1,1
Duró,LOC,1,1
Día 10.- Concentraciones,ORG,1,1
Día 4-9.- Conferencias,LOC,1,1
Día 8.- Cortes,ORG,1,1
Díaz Alegria,PER,1,1
E. Complemento,PER,1,1
E. E. Y T. E,PER,1,1
E. RECIBIDAS A,ORG,1,1
E. ROMERO,PER,1,1
E.E.M,ORG,1,1
E.M. 1a Región Militar,LOC,1,1
E.M. de la,LOC,1,1
E.M. del JEME,LOC,1,1
E.M.F,ORG,1,1
E.P.K,ORG,1,1
EASIER,ORG,1,1
EAp Eng,LOC,1,1
EE.UU,LOC,1,1
EFE).-Acuden,LOC,1,1
EFFECTS,ORG,1,1
EFFECTUAN,ORG,1,1
EJERCITO DESPIERTA,PER,1,1
EJERCITO Núm,PER,1,1
EL DE,ORG,1,1
EL MILITAR,ORG,1,1
ELASIV,ORG,1,1
ELECTRÓNICA,ORG,1,1
ELEMENTOS,ORG,1,1
ELEVANDO SU LIDERAZGO,LOC,1,1
ELLO SUPONE,ORG,1,1
ELVAS,ORG,1,1
EMBAJADOR PARSONS,ORG,1,1
ENLACES,ORG,1,1
ENRIQUE MUGICA,PER,1,1
ENTRE TANTO,ORG,1,1
ENTREGADA BREVEDAD,ORG,1,1
ENTREGARAN,ORG,1,1
ENTREGARLAS,ORG,1,1
ENVIADA,ORG,1,1
ENVIO A,ORG,1,1
EQUIPE A,ORG,1,1
ES NORMAL,ORG,1,1
ESCANDELL,ORG,1,1
ESCORIAL,ORG,1,1
ESCRITO PROMOVIDO,ORG,1,1
ESFUERZOS,LOC,1,1
ESPARZA,ORG,1,1
ESPAÑOL,LOC,1,1
ESPOSA,ORG,1,1
ESQUERRA,ORG,1,1
ESTA ZONA,ORG,1,1
ESTADO,ORG,1,1
ESTADO MAYOR,ORG,1,1
ESTADO MAYOR DEL,LOC,1,1
ESTADOS UNIDOS,LOC,1,1
ESTAMOS,ORG,1,1
ESTAN,ORG,1,1
ESTARÁ,ORG,1,1
ESTEBAN,ORG,1,1
ESTIMA,ORG,1,1
ESTOY,ORG,1,1
ESTRATEGIA,PER,1,1
ESTÁ DURMIENDO,PER,1,1
EUROPA,LOC,1,1
EUROPA Expedido,LOC,1,1
EVENTUALIDAD,ORG,1,1
EXCELENTISIMO SEÑOR,ORG,1,1
EXIJAMOS,ORG,1,1
EXISTIEN,ORG,1,1
EXPLOSIVOS RIO TINTO,PER,1,1
EXPONEN,ORG,1,1
EXPONTANEOS,ORG,1,1
EXTENSIÓN,ORG,1,1
EXTERIOR A,ORG,1,1
EXTERIOR PREGUNTANADO,ORG,1,1
EXTERIORES.- M A D R I D,ORG,1,1
Económicas,LOC,1,1
Edificio Rio-Sol,LOC,1,1
Edifund,LOC,1,1
Edmundo Alfaro,PER,1,1
Eduardo Adsuara,PER,1,1
Eduardo Peña Abizanda,PER,1,1
Efectuar,ORG,1,1
Ejecutó,PER,1,1
Ejercer,PER,1,1
Ejército Republicano,LOC,1,1
Ejército Rojo,PER,1,1
Ejército de Tierra,LOC,1,1
Ejército de los Estados Unidos,LOC,1,1
Ejército del Coronel IBAÑEZ INGLES,LOC,1,1
Ejército del Fuera,LOC,1,1
El 24-F,LOC,1,1
El Ayuntamiento de ALCALA,LOC,1,1
El Canciller,PER,1,1
El Capitán Acera,ORG,1,1
El Capitán Cid,LOC,1,1
El Capitán G. Iglesias,LOC,1,1
El Capitán Horrillos? B,ORG,1,1
El Capitán Merlo,LOC,1,1
El Capitán TAMARIT,LOC,1,1
El Capitán de Navío Menéndez,LOC,1,1
El Capitán de la GC,LOC,1,1
El Capitán de la GC Sánchez Valiente,LOC,1,1
El Capitán de la Guardia Civil,LOC,1,1
El Capitán de la Guardia Civil Bobis,LOC,1,1
El Comandante,LOC,1,1
El Comandante Ostos,ORG,1,1
El Comandante PARDO,PER,1,1
El Comandante de la Guardia Civil Pardos Aldea,LOC,1,1
El Coronel,LOC,1,1
El Corte Español,ORG,1,1
El Cte,LOC,1,1
El Código,LOC,1,1
El Defensor,PER,1,1
El Escorial,LOC,1,1
El Ferrol,LOC,1,1
El General Alvarado,LOC,1,1
El General Aramada,ORG,1,1
El General Aramburu,ORG,1,1
El General Aramburu,PER,1,1
El General Caruana,ORG,1,1
El General Director,ORG,1,1
El General Farré,PER,1,1
El General de División Vallespín,LOC,1,1
El Gobierno Calvo Sotelo,PER,1,1
El Gral. Aramburu,PER,1,1
El Gral. Prieto,PER,1,1
El Ilmo,PER,1,1
El Jefe del Estado Mayor,ORG,1,1
El M.C.A,LOC,1,1
El Ministerio,LOC,1,1
El Ministro del Interior,LOC,1,1
El Movimiento Comunista,ORG,1,1
El Presidente,LOC,1,1
El Presidente consideró impropio,LOC,1,1
El Presidente del Gobierno,PER,1,1
El Presidente del Tribunal,PER,1,1
El Regimiento,LOC,1,1
El Secretario General.- Firmado,LOC,1,1
El Sr. Hermosilla,PER,1,1
El Sr. de,PER,1,1
El Tcol,LOC,1,1
El Telex de S.M,PER,1,1
El Teniente Coronel Monzón,LOC,1,1
El Teniente Coronel Más,LOC,1,1
El Teniente Coronel Orozco,LOC,1,1
El Teniente Coronel Pardo,LOC,1,1
El Teniente Coronel TEJERO,LOC,1,1
El Teniente General Gabeiras,LOC,1,1
El Teniente General MILANS,LOC,1,1
El Teniente General Milans,LOC,1,1
Elgar de Inmaculada,PER,1,1
Elisabeth Lacko,PER,1,1
Elizaga,LOC,1,1
Ello,PER,1,1
Ellos,PER,1,1
Elsa Pillar,PER,1,1
Elícegui,LOC,1,1
Embaixada de Espanha,LOC,1,1
Embarques,LOC,1,1
Emiliano Alfaro,PER,1,1
Emilio,PER,1,1
Emilio Alonso Manglano,PER,1,1
Emilio Alonso Manglano Director del,PER,1,1
Emilio Bonelli,PER,1,1
Emilio Bonelli Otero,PER,1,1
Emilio Manglaro,PER,1,1
Emiratos Árabes,LOC,1,1
Empiezan,PER,1,1
Empleos,PER,1,1
Empresa PIHER,LOC,1,1
Empresas de Barcelona,LOC,1,1
Empresas del Bajo Llobregat.- Paro,LOC,1,1
Encluye,LOC,1,1
Enero,PER,1,1
Enfrentamiento Fiscal-Defensor,PER,1,1
Enrique BOBIS GONZALEZ,PER,1,1
Enrique Pérez-Hernández,PER,1,1
Enseña Nacional,ORG,1,1
Entidades,LOC,1,1
Entiende,LOC,1,1
Entienden,PER,1,1
Entra S.M. EL REY,PER,1,1
Entrando,PER,1,1
Entre 23-F,ORG,1,1
Entrevista Armada-Tejero,PER,1,1
Ereignisse meine große Bewunderung,PER,1,1
Es Su Majestad,PER,1,1
Escala Activa,PER,1,1
Escaldell,ORG,1,1
Escandinavia,LOC,1,1
Escorial,LOC,1,1
Escribió,LOC,1,1
Escuadrones,PER,1,1
Escuchó,PER,1,1
Escuela,ORG,1,1
Escuela Militar de Montaña,ORG,1,1
Escuela Naval,ORG,1,1
Escuela de E.M,ORG,1,1
Escúchame,ORG,1,1
España El Ministerio de Relaciones Exteriores URGENTE NORTEAMERICA.-EUROPA,ORG,1,1
España de Mis Generales,PER,1,1
Esquema,LOC,1,1
Esquivel,LOC,1,1
Esrónelma,LOC,1,1
Esta Ley,LOC,1,1
Estaciona,LOC,1,1
Estado Mayor de Capitanía,LOC,1,1
Estado Subj,LOC,1,1
Estado allí,LOC,1,1
Estado de Derecho,LOC,1,1
Estado de Necesidad,LOC,1,1
Estado de los Estados Unidos,LOC,1,1
Estado de opinión de las sentencias,LOC,1,1
Estado del 23-F,LOC,1,1
Estado para Asuntos de,LOC,1,1
Estado solidariamente,LOC,1,1
Estais,PER,1,1
Estancia,LOC,1,1
Estará,PER,1,1
Estaría el Ejército,LOC,1,1
Estate,PER,1,1
Este Personal,LOC,1,1
Este Servicio de Información,PER,1,1
Estepona,LOC,1,1
Estimó,LOC,1,1
Estoy,LOC,1,1
Estoy,PER,1,1
Estuve,PER,1,1
Está,LOC,1,1
Están,LOC,1,1
Europa Press,LOC,1,1
Europa Press,ORG,1,1
Euskadi,LOC,1,1
Eustaquio Galan,PER,1,1
Evalizar,LOC,1,1
Evitación,PER,1,1
Exacto,ORG,1,1
Examina,ORG,1,1
Examinado,LOC,1,1
Excmo,LOC,1,1
Excmos,LOC,1,1
Exhibición,PER,1,1
Exmo Senhor Consul de Espanha Avenida Conde Cantanhede,PER,1,1
Exomos,LOC,1,1
Expedido,PER,1,1
Explicó,PER,1,1
Expresa,PER,1,1
Exterior,ORG,1,1
F. Castaño,PER,1,1
F. Excmo,ORG,1,1
F. Gómez de Salazar,PER,1,1
F. Según R,PER,1,1
F. Vostras,ORG,1,1
F. comió,ORG,1,1
F. de Santiado,PER,1,1
F.S.E,ORG,1,1
F.de Santiago,LOC,1,1
FALANGE ESPAÑOLA AUTENTICA,ORG,1,1
FE de las JONS,ORG,1,1
FEB 1980 P,ORG,1,1
FEBRERO,ORG,1,1
FECHA ENTRADA N/Rat SA/8372/22.05.81 S/Ref,ORG,1,1
FEJONS,LOC,1,1
FERNANDEZ,ORG,1,1
FERNANDEZ CAMPO,PER,1,1
FERNANDEZ CAMPOS,PER,1,1
FERNANDO ARENAS,PER,1,1
FEVEREIRO,ORG,1,1
FIRMO HE ORDENADO,ORG,1,1
FISCAL,ORG,1,1
FOLLOWING A,LOC,1,1
FORMACION,ORG,1,1
FORMULA,ORG,1,1
FORTEA Capitán de Infra,LOC,1,1
FRAGA,ORG,1,1
FRENTE A,ORG,1,1
FUERZA NUEVA,ORG,1,1
Facultad de Biológicas,LOC,1,1
Facultad de Ciencias de Información de Madrid,LOC,1,1
Facultad de Ciencias de la Información,LOC,1,1
Facultad de Económicas,LOC,1,1
Facultad de Historias,LOC,1,1
Facultad de Veterinaria,LOC,1,1
Facultades de Filología,PER,1,1
Falta,PER,1,1
Farmacia Militar de Aviación,ORG,1,1
Farnesio,PER,1,1
Fde.1 Auxilio Cabrero Montoro,PER,1,1
Fe N/Ref,ORG,1,1
Fe del Re,PER,1,1
Fecha 25.2.81 VALORACION: S. Núm,ORG,1,1
Federación Local de Madrid,ORG,1,1
Federico Gómez de Salazar,PER,1,1
Felange Española Autentica,PER,1,1
Felicitación C.G.T.U. Excmo,ORG,1,1
Felipe Gonz'alez,PER,1,1
Felipe González,PER,1,1
Felipe IV,PER,1,1
Felizmente,PER,1,1
Fellipe de la Morena,PER,1,1
Fermín Galan,PER,1,1
Fernandez Campos,PER,1,1
Fernando Ortiz Call,PER,1,1
Fernando Pardo de Santallana,PER,1,1
Fernando Rodríguez Ventosa,PER,1,1
Fernando Sancho Garcia,PER,1,1
Fernando Sanz Esteban.- Regimiento,PER,1,1
Fernando el Santo 16,PER,1,1
Fernanflor,PER,1,1
Fernández Pérez,PER,1,1
Ferrocarril Metropolitano.-- Paros,LOC,1,1
Fidel Castro Ruz Presidente del,PER,1,1
Filiaciones,PER,1,1
Filial ORIT,ORG,1,1
Filología,LOC,1,1
Filosofía B,LOC,1,1
Finaliza,ORG,1,1
Fincas,LOC,1,1
Firmado,PER,1,1
Fiscal/,LOC,1,1
Fluo de Don,PER,1,1
Formación,PER,1,1
Forme,PER,1,1
Formó,PER,1,1
Forte,PER,1,1
Fractura,PER,1,1
Fraga VIABILIDAD → Escasas,PER,1,1
Francisco Javier Dusmets García-Fiqueras,PER,1,1
Francisco Laína García,PER,1,1
Francisco Leina García,PER,1,1
Fregas,PER,1,1
Fuentes,PER,1,1
Fuentes G. de Salazar,PER,1,1
Fuentes Gómez,PER,1,1
Fuera Guardias Civiles de las Cortes,ORG,1,1
Fuerza Joven,ORG,1,1
Fuerza Nacional,ORG,1,1
Fuerza Nueva,PER,1,1
Fuerza de la Guardia Civil,ORG,1,1
Fuerza del Cuerpo,ORG,1,1
Fuerzas 111a Comandancia,ORG,1,1
Fuerzas Armadas al Rey,ORG,1,1
Fuerzas Armas,ORG,1,1
Fuerzas Guardia Civil,ORG,1,1
Fuerzas Nacionales,ORG,1,1
Fuerzas bajo,ORG,1,1
Fuerzas de Orden Público,ORG,1,1
Fuerzas de Seguridad,ORG,1,1
Fuerzas de la Guardia Civil,ORG,1,1
Fuerzas del interior del Congreso tenía,ORG,1,1
Funcionarios,ORG,1,1
Félix Porras Blanco,PER,1,1
Führer,LOC,1,1
G. A. C. M. DIRECTOR GENERAL CUERPO,LOC,1,1
G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G,PER,1,1
G. Mellado,PER,1,1
G.C. Boza Carranco,ORG,1,1
G.C. Bueno,PER,1,1
G.C. De Madrid,LOC,1,1
G.C. Don RAFAEL MONGE,LOC,1,1
G.C. Pues,PER,1,1
G.C. Quiero,PER,1,1
G.C. Suerte,LOC,1,1
G.C. ¿Lo entiendes?,ORG,1,1
G.C. ¿Qué,ORG,1,1
G.C. ¿Sabes,PER,1,1
GABEIRA,ORG,1,1
GABEIRAS,PER,1,1
GALEGA,ORG,1,1
GARANTICEN,ORG,1,1
GARCIA CASTRO,PER,1,1
GC Ramos,ORG,1,1
GENERAL D. JAIME MILANS DEL,PER,1,1
GETAFE,LOC,1,1
GOBIERNO Registro General ENTRADA,ORG,1,1
GOBIERNO YA,ORG,1,1
GOLPE FASCISTA,ORG,1,1
GOLPE MILITAR FASCISTA,ORG,1,1
GRABAR,ORG,1,1
GRANADA,ORG,1,1
GRANADA Irregularidades,ORG,1,1
GRANADA Normalidad,ORG,1,1
GRANADA.- id.- Gobernador Civil de la Provincia,ORG,1,1
GRINON,ORG,1,1
GUARDIA CIVIL CENTRO,ORG,1,1
GUARDIA CIVIL S. ZONA,ORG,1,1
GUARDIA PREGUNTANDO,ORG,1,1
Gabinete,LOC,1,1
Gabinete Señor Ministro,PER,1,1
Gabriel Cisneros,PER,1,1
Gaceta Aerocopia,LOC,1,1
Galicia,LOC,1,1
Garaicoechea,LOC,1,1
García,LOC,1,1
García Almenta,LOC,1,1
García Carres,PER,1,1
García Carres negó,PER,1,1
García Hernández,PER,1,1
Geberales,PER,1,1
General ARAMBURU,PER,1,1
General ARMADA: No,ORG,1,1
General Aramburu al Hotel,PER,1,1
General Armada,LOC,1,1
General Armada- del Teniente General Miláns del Bosch,LOC,1,1
General Barcín,PER,1,1
General Cabrera,ORG,1,1
General Castro San Martín,PER,1,1
General Consejero Togado Instructor de la Causa,PER,1,1
General D. Jaime Milans del Bosch,PER,1,1
General DON IGNACIO,PER,1,1
General De Santiago,LOC,1,1
General Dueñas,PER,1,1
General Esquivias,ORG,1,1
General Esquivias,PER,1,1
General Excmo,ORG,1,1
General FERNANDEZ,PER,1,1
General FERNANDEZ CAMPOS,PER,1,1
General Gabeiras,LOC,1,1
General Jefe E,PER,1,1
General Jefe E. M. Se,PER,1,1
General Jefe E. N. 5678 S,PER,1,1
General Jefe del Estado Mayor del Ejército,ORG,1,1
General Jole B. M,PER,1,1
General Juste?,PER,1,1
General Jutares,PER,1,1
General MILANS DEL BOSCH,LOC,1,1
General MILANS DEL BOSCH,PER,1,1
General Milan del Bosch,PER,1,1
General Milana del Bosch,LOC,1,1
General Milans,LOC,1,1
General Milans,ORG,1,1
General Milans del Bosch,ORG,1,1
General Milans del Bosch,PER,1,1
General Miláns del Bosch,PER,1,1
General Orozco,PER,1,1
General Ortiz,PER,1,1
General Pascual,PER,1,1
General Pascual Galmes,PER,1,1
General Pontijas,PER,1,1
General Pérez Iñigo,PER,1,1
General Quintana,PER,1,1
General Rodrigo,PER,1,1
General Saenz de Tejada,PER,1,1
General Saez,LOC,1,1
General Sáenz,PER,1,1
General Tequero,PER,1,1
General Torres Rojas).- El General Juste,LOC,1,1
General Urrutia,PER,1,1
General Ventosa,PER,1,1
General YUSTI VAZQUEZ,ORG,1,1
General Yusti,LOC,1,1
General de División,LOC,1,1
General de División ARMADA,PER,1,1
General de División Alvarado,LOC,1,1
General de División Don,PER,1,1
General de División Jefe de la División Acorazada,PER,1,1
General de División TORRES,PER,1,1
General de E. M. Se,LOC,1,1
General de Intendencia,LOC,1,1
Generales ARNAIZ,PER,1,1
Generales Aramburu,PER,1,1
Generales Armada y Milans,PER,1,1
Generales Miláns del Bosch,PER,1,1
Generales Prieto,PER,1,1
Geografía,LOC,1,1
Georges Bush,PER,1,1
Gerrilleros de Cristo Rey,ORG,1,1
Gestoras,LOC,1,1
Gestoras Pro-Amnistía,LOC,1,1
Getafe,LOC,1,1
Gibert,LOC,1,1
Gibert Crespo,PER,1,1
Giorgio Almirante,PER,1,1
Gobernador Militar,ORG,1,1
Gobernador Militar de Madrid,ORG,1,1
Gobernadores,LOC,1,1
Gobernadores Civiles,PER,1,1
Gobier,PER,1,1
Gobierno Civil,LOC,1,1
Gobierno Civil,ORG,1,1
Gobierno Civil de,ORG,1,1
Gobierno Militar de Lérida,ORG,1,1
Gobierno Militar de Madrid,LOC,1,1
Gobierno Militar de Madrid,ORG,1,1
Gobierno Mixtes,ORG,1,1
Gobierno de Concentración Nacional,ORG,1,1
Gobierno de U.C.D. del 23-F,ORG,1,1
Gobierno español,LOC,1,1
Golpe Constitucional,ORG,1,1
Golpe Militar,ORG,1,1
Golpe Respecto,ORG,1,1
Golpe militar,ORG,1,1
Goróstegui,LOC,1,1
Goya,PER,1,1
Graciano,PER,1,1
Grado,LOC,1,1
Graiós,PER,1,1
Gral Armada,PER,1,1
Gral Gabeiras,PER,1,1
Gral. A. Van a la Central,LOC,1,1
Gral. ARMADA,ORG,1,1
Gral. Cabeza,PER,1,1
Gral. Calahorra,PER,1,1
Gral. Castro San Martín,LOC,1,1
Gral. Castro San Martín,PER,1,1
Gral. Esquivias,PER,1,1
Gral. Fernandez Campos,PER,1,1
Gral. Fernández Campos,PER,1,1
Gral. Flores,PER,1,1
Gral. Gómez de Salazar,PER,1,1
Gral. Hermosilla,PER,1,1
Gral. Juste,PER,1,1
Gral. MILANS la,PER,1,1
Gral. Milans del Boch,PER,1,1
Gral. Milans del Bosch,PER,1,1
Gral. PONTIJAS,PER,1,1
Gral. Pascual Galmes,PER,1,1
Gral. Pastrana,PER,1,1
Gral. Saenz,PER,1,1
Gral. Subdiv,PER,1,1
Gral. Sáenz,PER,1,1
Gral. Urrutia,PER,1,1
Gral. YUSTI,PER,1,1
Gral. de División,PER,1,1
Gral. de la Región,PER,1,1
Grales,LOC,1,1
Grandes,PER,1,1
Granma,LOC,1,1
Grot,PER,1,1
Grund Ihrer Äußerungen,PER,1,1
Grupo,ORG,1,1
Grupo B,ORG,1,1
Grupo Operativo de la Guardia Civil,ORG,1,1
Grupo Servicios Especiales,ORG,1,1
Grupo Servicios Especiales./ Gente de Tráfico,ORG,1,1
Grupo Servicios Especiales/. Hay,ORG,1,1
Grupo Servicios Especiales/. Km,ORG,1,1
Grupo Servicios Especiales/. Son,ORG,1,1
Grupo de,ORG,1,1
Grupos Anarquistas,ORG,1,1
Guar,PER,1,1
Guardia Alvárez Sola,ORG,1,1
Guardia Civil Abad,ORG,1,1
Guardia Civil Abad Gutierrez,ORG,1,1
Guardia Civil Carranza Espinal,ORG,1,1
Guardia Civil Corricondo,ORG,1,1
Guardia Civil D. CESAR ALVAREZ-FERNANDEZ,ORG,1,1
Guardia Civil D. SANTIAGO,ORG,1,1
Guardia Civil Don FRANCISCO,ORG,1,1
Guardia Civil Don JESUS ALONSO HERNAIZ,ORG,1,1
Guardia Civil Don JOSE,ORG,1,1
Guardia Civil Don SANTIAGO,ORG,1,1
Guardia Civil Don VICENTE CARRICONDO,ORG,1,1
Guardia Civil Don VICENTE RAMOS RUEDA,ORG,1,1
Guardia Civil García,ORG,1,1
Guardia Civil José Gutierrez de la Rosa,ORG,1,1
Guardia Civil Monge Segura,ORG,1,1
Guardia Civil NÚÑEZ,ORG,1,1
Guardia Civil Piriz González,ORG,1,1
Guardia Civil Prieto,ORG,1,1
Guardia Civil Pérez de la Lastra,ORG,1,1
Guardia Civil de,ORG,1,1
Guardia Civil de Málaga,ORG,1,1
Guardia Civil señor Tejero,ORG,1,1
Guardia civil,ORG,1,1
Guardia llegó,PER,1,1
Guardias 2os,ORG,1,1
Guardias de los autobuses,ORG,1,1
Guardino Civiles,PER,1,1
Guillen,LOC,1,1
Guillermo Estevez Boero Sec,PER,1,1
Guillermo José Salva Paradela,PER,1,1
Guillermo Salva Paradela,PER,1,1
Guipúzcoa,LOC,1,1
Gutierrez Mellado,PER,1,1
Gómez,PER,1,1
Gómez Iglésias,PER,1,1
Gómez de Salazar,PER,1,1
Gómez-Iglesias,LOC,1,1
H.Q. H. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. N. S.N.T.O,PER,1,1
HA CIRCULADO,ORG,1,1
HA IBO,ORG,1,1
HA ORDENADO A DETERMINADO,ORG,1,1
HA RECIBIDO,ORG,1,1
HABIENCOSE PASADO RECUENTO AQUAMENTO,ORG,1,1
HACE UN LLAMAMIENTO A,ORG,1,1
HACERSE,ORG,1,1
HALCON,ORG,1,1
HAN PARADO,ORG,1,1
HAPPENED IS,ORG,1,1
HARTA RESPONDIDO A,ORG,1,1
HASTA,ORG,1,1
HOSPITALISTAS DE LLOBREGAT,LOC,1,1
HUMAN RIGHTS ISSUES IN LATIN AMERICA,ORG,1,1
Habla,PER,1,1
Habla MILANS,ORG,1,1
Habla SABINO,ORG,1,1
Hablar,ORG,1,1
Había Policía Nacional,PER,1,1
Hacia,LOC,1,1
Hacia,ORG,1,1
Haig,PER,1,1
Hans-Dietrich Genscher Bundesminister des Auswärtigen der Bundesrepublik Deutschland,PER,1,1
Hans-Dietrich Genscher Ministro Federal de Asuntos Exteriores,PER,1,1
Helmut Smith,PER,1,1
Heraldo,PER,1,1
Heraldo Español,PER,1,1
Herminia,LOC,1,1
Hernández Griñó,PER,1,1
Herrero de Minón,PER,1,1
His Excellency,PER,1,1
His Excellency José Pedro Pérez-Llorca,PER,1,1
His Majesty,PER,1,1
Hispanoamérica,LOC,1,1
Hoja de Castigos,LOC,1,1
Hoja de Servicio del Coronel Manchado,LOC,1,1
Hoja de Servicios,LOC,1,1
Hoja de Servicios del Cte,LOC,1,1
Hojas,LOC,1,1
Hola John,PER,1,1
Honor,PER,1,1
Honorífico Orozco,PER,1,1
Hora Zulú,PER,1,1
Hospital,LOC,1,1
Hospital Militar Gómez Ulla,LOC,1,1
Hospital Psiquiátrico de Nuestra Señora de la Purificación,LOC,1,1
Hotel,PER,1,1
Hotel Corona de Aragón,LOC,1,1
Hotel Cuzco,LOC,1,1
Hotel Palace,PER,1,1
Hotel Palace/11 Guardias,LOC,1,1
Hotel de la Universidad de la República del Congreso,LOC,1,1
Huelva,LOC,1,1
I Región Militar,ORG,1,1
IDEAL de Granada,LOC,1,1
IDEOLOGIA,PER,1,1
IDEROAMERICA,ORG,1,1
ILEGALIDADES,ORG,1,1
IMAGEN,ORG,1,1
IMAGEN MILITAR,ORG,1,1
IMPLIQUE,ORG,1,1
IN A SPEECH AT OXFORD,ORG,1,1
IN MILITARY CIRCLES,ORG,1,1
INDIGNATION,ORG,1,1
INDSCRECCIONES,ORG,1,1
INDULTO A,ORG,1,1
INESTRILLAS,ORG,1,1
INFORMACION,LOC,1,1
INFORMANDO A,ORG,1,1
INFORMAR,ORG,1,1
INFORMO A,LOC,1,1
INICIAL CULABLES,ORG,1,1
INSPIRAN A NUESTRA SOCIEDAD,ORG,1,1
INSTITUTO,ORG,1,1
INSTRUCTOR DE LA CAUSA No,LOC,1,1
INTEGRAR,ORG,1,1
INTENSITIVE,ORG,1,1
INTIMIDACION,ORG,1,1
INVOLUCION A,ORG,1,1
IV Región Militar,ORG,1,1
IV.-Concretamente,PER,1,1
Ibañez Navarro,PER,1,1
Iberia,ORG,1,1
Iberoamérica,LOC,1,1
Idem,PER,1,1
Iglesia,ORG,1,1
Iglesias,LOC,1,1
Iglesias,PER,1,1
Ignacio Alfaro Arregui,PER,1,1
Ignora,LOC,1,1
Ignoraba,PER,1,1
Ihnen,LOC,1,1
Ihnen,ORG,1,1
Ihnen aus Anlaß der,PER,1,1
Ihns Sr. Don,PER,1,1
Ihre Haltung,LOC,1,1
Ihren historischen Befehl,PER,1,1
Ilmos Sres,PER,1,1
Imagínate,LOC,1,1
Imprenta-Esquela H. Guardia Civil Mod,PER,1,1
Impulso,PER,1,1
Incluso el Fiscal,PER,1,1
Incluyen,PER,1,1
Incremento,ORG,1,1
Indagatoria,LOC,1,1
