term,mean_tfidf
momento efecto,0.003827152937761353
supremo consejero,0.003827152937761353
haberlo acordado,0.003827152937761353
prevenido,0.003827152937761353
eleva consejo,0.003827152937761353
efecto eleva,0.003827152937761353
conforme prevenido,0.003827152937761353
acordado consejo,0.003827152937761353
anteriormente,0.0038159951306342694
incidencias estimaciones,0.003806991226983545
estimaciones desarrollo,0.003806991226983545
estimaciones,0.003806991226983545
dias,0.003794186950542792
muñoz,0.003791721867656386
previsto,0.0037895483957904206
confianza,0.0037876121017556027
diversas,0.0037872329886759503
querido,0.003780941702259271
relatoria,0.003778982368495415
segura,0.0037772423779078032
sesion correspondiente,0.003776898583009145
aguilar,0.003774984023866104
disciplina,0.003772340700286988
realizar,0.0037668153691949387
fuente,0.0037613795301267485
operaciones,0.003756191866428223
penas,0.0037546936576582047
don juan,0.0037541613297731513
bobis,0.003751002110178481
recursos,0.0037492107897109045
abogados,0.0037466940048079913
quedado,0.0037445868744549232
problemas,0.003744467593967394
mayoría,0.003736628009293487
rumor,0.0037348483457246206
patria,0.003732340100586927
pasa,0.0037315816460468097
dejado,0.0037312752614519088
tte coronel,0.0037274004666102752
ruego,0.003723447926992473
quintana,0.0037209110769209595
comandante infantería,0.003719507775094202
cuartel general,0.0037179537695048227
ilmo,0.0037150455499730278
tienen,0.0037143310965843915
jeme,0.0037127803231610276
almenta,0.003712100969504484
medios comunicación,0.003705901974169422
ortiz,0.0037057117525097364
tte general,0.0036976515090510636
gonzález,0.0036971485692466003
declarante,0.0036938908619705553
ucd,0.0036921685680888954
dio,0.003685103372245642
rodríguez,0.003682202402866253
jefes oficiales,0.0036793342539944325
respeto,0.0036787683347795507
conversación,0.00367547422593398
campo,0.0036719905300124935
relatoria ejercito,0.0036696847069480226
sánchez,0.0036688597444411624
oye,0.003668260126169515
espera,0.0036659816804413344
inicia,0.0036639406372144306
camilo,0.0036637838470155175
pasados,0.0036620059939791155
designado real,0.003659118656319438
partir,0.003656316146202416
diligencias,0.0036549494501234014
hechos comentarios,0.0036538838359856845
pudiera,0.003651934877124571
integrada,0.0036515637619182312
coronel ibáñez,0.003648957544085931
ibáñez,0.003648957544085931
reacciones,0.0036467766432527497
papel,0.0036437273335736572
lunes,0.0036435905061008643
muñecas,0.003643103952961629
causa instruye,0.003641623381601642
menéndez,0.003640952410511167
rumores,0.0036387545347891176
jaime milans,0.0036347972636386837
antonio tejero,0.0036316745694457662
tampoco,0.003626993513937775
povo,0.0036251058077718078
implicación,0.0036227217182832963
departamento,0.0036219455489778923
manifestación,0.0036121066108190615
cómo,0.003607803166087819
presidente consejo,0.0036073547864172353
funciones,0.0035955628812293122
difícil,0.0035944736692590435
propuesta,0.0035926198000569057
bajo,0.0035874278487620704
pasó,0.003586490735762686
gomez,0.0035827792778283726
peligro,0.0035785751260367267
manifestaciones,0.0035659048369926886
hacen,0.003562367967359679
escudero,0.0035605120625554695
bosch ussia,0.003560476113399894
ussia,0.003560476113399894
villalonga,0.003555353555852544
comunico,0.0035539402818151084
tesis,0.0035484201939489576
defensor general,0.0035422058768123195
diciendo,0.003534132375290138
febrero pasado,0.0035339854158815426
movimiento,0.0035328350313246896
majestad rey,0.003529777651744565
felicitación,0.003512699697347169
instructor causa,0.003510764384307325
