moncloa_id,moncloa_title,moncloa_pdf_url,moncloa_pdf_filename,moncloa_section,moncloa_subsection,moncloa_date,matched_rtve_doc_id,rtve_title,rtve_pdf_url,rtve_pdf_filename,rtve_date,match_score,match_status,match_method,notes,final_match_status,manual_review,final_notes
moncloa_0093,Información integrada (16 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_64_R.pdf,Documento_64_R.pdf,defensa,cni,1982-03-16,rtve_1854,Información integrada (16 de marzo de 1982).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/93_1982_informacion_integrada_16_de_marzo_de_1982.pdf,93_1982_informacion_integrada_16_de_marzo_de_1982.pdf,1982-03-16,1.0,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0040,Ambiente en los cuarteles (25 de febrero de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_11_R.pdf,Documento_11_R.pdf,defensa,cni,1982-02-25,rtve_1801,Ambiente en los cuarteles (25 de febrero de 1982).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/40_1982_ambiente_en_los_cuarteles_25_de_febrero_de_1982.pdf,40_1982_ambiente_en_los_cuarteles_25_de_febrero_de_1982.pdf,1982-02-25,1.0,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0023,Policía Nacional. Informe de situación. Marca: reservado-confidencial (12 de noviembre de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/archivo/1_PN_Informe_Situacion_12-11-81_desp.pdf,1_PN_Informe_Situacion_12-11-81_desp.pdf,interior,archivo,1981-11-12,rtve_1784,Policía Nacional. Informe de situación. Marca: reservado-confidencial (12 de noviembre de 1981).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/23_1981_policia_nacional_informe_de_situacion_marca_reservado_confidencial_12_de_noviemb.pdf,23_1981_policia_nacional_informe_de_situacion_marca_reservado_confidencial_12_de_noviemb.pdf,1981-11-12,1.0,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0076,Información integrada (5 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_47_R.pdf,Documento_47_R.pdf,defensa,cni,1982-04-05,rtve_1837,Información integrada (5 de abril de 1982).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/76_1982_informacion_integrada_5_de_abril_de_1982.pdf,76_1982_informacion_integrada_5_de_abril_de_1982.pdf,1982-04-05,1.0,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0017,Nota de la Brigada de Información Interior: Ayudas a los implicados en el 23-F. Desde altas instancias castrenses campaña de ayuda económica para los implicados en el 23-F (18 de marzo de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/policia/18-03-81_NOTA_INFORMATIVA_SOBRE_LA_AYUDA_A_LOS_IMPLICADOS_23F.pdf,18-03-81_NOTA_INFORMATIVA_SOBRE_LA_AYUDA_A_LOS_IMPLICADOS_23F.pdf,interior,policia,1981-03-18,rtve_1778,Nota de la Brigada de Información Interior: Ayudas a los implicados en el 23-F. Desde altas instancias castrenses campaña de ayuda económica para los implicados en el 23-F (18 de marzo de 1981).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/17_1981_nota_de_la_brigada_de_informacion_interior_ayudas_a_los_implicados_en_el_23_f_de.pdf,17_1981_nota_de_la_brigada_de_informacion_interior_ayudas_a_los_implicados_en_el_23_f_de.pdf,1981-03-18,1.0,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0074,Información integrada (20 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_45_R.pdf,Documento_45_R.pdf,defensa,cni,1982-04-20,rtve_1835,Información integrada (20 de abril de 1982).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/74_1982_informacion_integrada_20_de_abril_de_1982.pdf,74_1982_informacion_integrada_20_de_abril_de_1982.pdf,1982-04-20,1.0,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0020,Nota: Partido Comunista de España PCE. Intento de la extrema derecha de implicar a la monarquía en el 23-F (11 de mayo de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/policia/11-05-81_NOTA_INFORMATIVA_SOBRE_EL_PCE.pdf,11-05-81_NOTA_INFORMATIVA_SOBRE_EL_PCE.pdf,interior,policia,1981-05-11,rtve_1781,Nota: Partido Comunista de España PCE. Intento de la extrema derecha de implicar a la monarquía en el 23-F (11 de mayo de 1981).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/20_1981_nota_partido_comunista_de_espana_pce_intento_de_la_extrema_derecha_de_implicar_a.pdf,20_1981_nota_partido_comunista_de_espana_pce_intento_de_la_extrema_derecha_de_implicar_a.pdf,1981-05-11,1.0,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0019,Nota: Bloqueada una cuenta de la asociación de mujeres de militares y policías. Esta asociación ha recibido cuantiosos donativos para las familias de los implicados en el 23-F (27 de marzo de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/policia/27-03-81_NOTA_INFORMATIVA_SOBRE_BLOQUEO_DE_CUENTA_DE_ASOC_DE_MUJERES_DE_MILITARES.pdf,27-03-81_NOTA_INFORMATIVA_SOBRE_BLOQUEO_DE_CUENTA_DE_ASOC_DE_MUJERES_DE_MILITARES.pdf,interior,policia,1981-03-27,rtve_1780,Nota: Bloqueada una cuenta de la asociación de mujeres de militares y policías. Esta asociación ha recibido cuantiosos donativos para las familias de los implicados en el 23-F (27 de marzo de 1981).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/19_1981_nota_bloqueada_una_cuenta_de_la_asociacion_de_mujeres_de_militares_y_policias_es.pdf,19_1981_nota_bloqueada_una_cuenta_de_la_asociacion_de_mujeres_de_militares_y_policias_es.pdf,1981-03-27,1.0,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0094,Información integrada (11 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_65_R.pdf,Documento_65_R.pdf,defensa,cni,1982-03-11,rtve_1855,Información integrada (11 de marzo de 1982).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/94_1982_informacion_integrada_11_de_marzo_de_1982.pdf,94_1982_informacion_integrada_11_de_marzo_de_1982.pdf,1982-03-11,1.0,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0059,Información integrada (17 de mayo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_30_R.pdf,Documento_30_R.pdf,defensa,cni,1982-05-17,rtve_1820,Información integrada (17 de mayo de 1982).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/59_1982_informacion_integrada_17_de_mayo_de_1982.pdf,59_1982_informacion_integrada_17_de_mayo_de_1982.pdf,1982-05-17,1.0,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0042,Reunión sobre acontecimientos recientes (8 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_13_R.pdf,Documento_13_R.pdf,defensa,cni,1982-03-08,rtve_1803,Reunión sobre acontecimientos recientes (8 de marzo de 1982).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/42_1982_reunion_sobre_acontecimientos_recientes_8_de_marzo_de_1982.pdf,42_1982_reunion_sobre_acontecimientos_recientes_8_de_marzo_de_1982.pdf,1982-03-08,1.0,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0009,Télex interiores y de agencias recibidos en 2ª sección EM el día 23-F informando del estado de situación (23 de febrero de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/guardia-civil/23F_8._Telex_interiores_y_de_Agencias_recibidos_en_2_Seccion_EM.pdf,23F_8._Telex_interiores_y_de_Agencias_recibidos_en_2_Seccion_EM.pdf,interior,guardia-civil,1981-02-23,rtve_1701,Télex interiores y de agencias recibidos en 2ª sección EM el día 23-F informando del estado de situación (23 de febrero de 1981).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/09_1981_telex_interiores_y_de_agencias_recibidos_en_2%C2%AA_seccion_em_el_dia_23_f_informando.pdf,09_1981_telex_interiores_y_de_agencias_recibidos_en_2ª_seccion_em_el_dia_23_f_informando.pdf,1981-02-23,1.0,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0022,Nota de la Brigada de Información Interior: Apoyo económico a los implicados en el 23-F (10 de mayo de 1983).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/policia/10-05-83_NOTA_INFORMATIVA_SOBRE_APOYO_ECONOMICO_A_LOS_IMPLICADOS.pdf,10-05-83_NOTA_INFORMATIVA_SOBRE_APOYO_ECONOMICO_A_LOS_IMPLICADOS.pdf,interior,policia,1983-05-10,rtve_1783,Nota de la Brigada de Información Interior: Apoyo económico a los implicados en el 23-F (10 de mayo de 1983).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/22_1983_nota_de_la_brigada_de_informacion_interior_apoyo_economico_a_los_implicados_en_e.pdf,22_1983_nota_de_la_brigada_de_informacion_interior_apoyo_economico_a_los_implicados_en_e.pdf,1983-05-10,1.0,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0106,Capitán Sánchez Valiente (2 de junio de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_77_R.pdf,Documento_77_R.pdf,defensa,cni,1981-06-02,rtve_1708,Capitán Sánchez Valiente (2 de junio de 1981).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/106_1981_capitan_sanchez_valiente_2_de_junio_de_1981.pdf,106_1981_capitan_sanchez_valiente_2_de_junio_de_1981.pdf,1981-06-02,1.0,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0104,Procesamiento de un jefe (22 de mayo de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_75_R.pdf,Documento_75_R.pdf,defensa,cni,1981-05-22,rtve_1706,Procesamiento de un jefe (22 de mayo de 1981).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/104_1981_procesamiento_de_un_jefe_22_de_mayo_de_1981.pdf,104_1981_procesamiento_de_un_jefe_22_de_mayo_de_1981.pdf,1981-05-22,1.0,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0016,Nota: Fuerza Nueva. El divorcio del Rey con el Ejército (12 de marzo de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/policia/12-03-81_NOTA_INFORMATIVA_SOBRE_FUERZA_NUEVA.pdf,12-03-81_NOTA_INFORMATIVA_SOBRE_FUERZA_NUEVA.pdf,interior,policia,1981-03-12,rtve_1777,Nota: Fuerza Nueva. El divorcio del Rey con el Ejército (12 de marzo de 1981).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/16_1981_nota_fuerza_nueva_el_divorcio_del_rey_con_el_ejercito_12_de_marzo_de_1981.pdf,16_1981_nota_fuerza_nueva_el_divorcio_del_rey_con_el_ejercito_12_de_marzo_de_1981.pdf,1981-03-12,1.0,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0111,Comparecimiento en Consejo Supremo un oficial y dos guardias (12 de enero de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_82_R.pdf,Documento_82_R.pdf,defensa,cni,1982-01-12,rtve_1714,Comparecimiento en Consejo Supremo un oficial y dos guardias (12 de enero de 1982).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/111_1982_comparecimiento_en_consejo_supremo_un_oficial_y_dos_guardias_12_de_enero_de_1982.pdf,111_1982_comparecimiento_en_consejo_supremo_un_oficial_y_dos_guardias_12_de_enero_de_1982.pdf,1982-01-12,0.9985,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0101,Semestral de la amenaza interior (10 de febrero de 1981; 9 de marzo de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_72_R.pdf,Documento_72_R.pdf,defensa,cni,1981-02-10,rtve_1703,Semestral de la amenaza interior (10 de febrero de 1981; 9 de marzo de 1981).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/101_1981_semestral_de_la_amenaza_interior_10_de_febrero_de_1981_9_de_marzo_de_1981.pdf,101_1981_semestral_de_la_amenaza_interior_10_de_febrero_de_1981_9_de_marzo_de_1981.pdf,1981-02-10,0.9969,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0045,Comentarios sobre la sentencia del 23-F. Cuartel general de la Junta de Jefes de Estado Mayor (6 de junio de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_16_R.pdf,Documento_16_R.pdf,defensa,cni,1982-06-06,rtve_1806,Comentarios sobre la sentencia del 23-F. Cuartel general de la Junta de Jefes de Estado Mayor (6 de junio de 1982).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/45_1982_comentarios_sobre_la_sentencia_del_23_f_cuartel_general_de_la_junta_de_jefes_de_.pdf,45_1982_comentarios_sobre_la_sentencia_del_23_f_cuartel_general_de_la_junta_de_jefes_de_.pdf,1982-06-06,0.9946,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0112,Sobre entrevistas de S.M el Rey con militares implicados en el 23-F (5 de febrero de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_83_R.pdf,Documento_83_R.pdf,defensa,cni,1982-02-05,rtve_1715,Sobre entrevistas de S.M el Rey con militares implicados en el 23-F (5 de febrero de 1982).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/112_1982_sobre_entrevistas_de_sm_el_rey_con_militares_implicados_en_el_23_f_5_de_febrero_.pdf,112_1982_sobre_entrevistas_de_sm_el_rey_con_militares_implicados_en_el_23_f_5_de_febrero_.pdf,1982-02-05,0.9941,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0109,Solicitando datos sobre el Cte. Cortina y equipos de transmisiones (8 de enero de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_80_R.pdf,Documento_80_R.pdf,defensa,cni,1982-01-08,rtve_1711,Solicitando datos sobre el Cte. Cortina y equipos de transmisiones (8 de enero de 1982).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/109_1982_solicitando_datos_sobre_el_cte_cortina_y_equipos_de_transmisiones_8_de_enero_de_.pdf,109_1982_solicitando_datos_sobre_el_cte_cortina_y_equipos_de_transmisiones_8_de_enero_de_.pdf,1982-01-08,0.9941,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0037,Carta de José Cortina Prieto para Emilio Manglano (3 de octubre de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_8_R.pdf,Documento_8_R.pdf,defensa,cni,1981-10-03,rtve_1798,Carta de José Cortina Prieto para Emilio Manglano (3 de octubre de 1981).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/37_1981_carta_de_jose_cortina_prieto_para_emilio_manglano_3_de_octubre_de_1981.pdf,37_1981_carta_de_jose_cortina_prieto_para_emilio_manglano_3_de_octubre_de_1981.pdf,1981-10-03,0.994,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0015,"Informe de las distintas Jefaturas Superiores: Comisaría General de Información. ""Situación actual en las distintas regiones policiales y acciones de protesta previstas en relación a la ocupación del Palacio del Congreso de los Diputados"" (26 de febrero de 1981).",https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/policia/SITUACION_REGIONES_POLICIALES_26-02-81.pdf,SITUACION_REGIONES_POLICIALES_26-02-81.pdf,interior,policia,1981-02-26,rtve_1767,"""Informe de las distintas Jefaturas Superiores: Comisaría General de Información. """"Situación actual en las distintas regiones policiales y acciones de protesta previstas en relación a la ocupación del Palacio del Congreso de los Diputados"""" (26 de febrero de 1981).""",https://www.rtve.es/contenidos/documentos/23f-desclasificado/15_1981_informe_de_las_distintas_jefaturas_superiores_comisaria_general_de_informacion_s.pdf,15_1981_informe_de_las_distintas_jefaturas_superiores_comisaria_general_de_informacion_s.pdf,1981-02-26,0.9937,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0105,Comentarios efectuados por el Capitán de la Guardia Civil Sánchez Valiente en Roma el 9 de junio de 1981 (30 de junio de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_76_R.pdf,Documento_76_R.pdf,defensa,cni,1981-06-09,rtve_1707,Comentarios efectuados por el Capitán de la Guardia Civil Sánchez Valiente en Roma el 9 de junio de 1981 (30 de junio de 1981).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/105_1981_comentarios_efectuados_por_el_capitan_de_la_guardia_civil_sanchez_valiente_en_ro.pdf,105_1981_comentarios_efectuados_por_el_capitan_de_la_guardia_civil_sanchez_valiente_en_ro.pdf,1981-06-09,0.9937,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0110,Certificación solicitada para su unión a la causa 2/81 del CSJM (12 de enero de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_81_R.pdf,Documento_81_R.pdf,defensa,cni,1982-01-12,rtve_1713,Certificación solicitada para su unión a la causa 2/81 del CSJM (12 de enero de 1982).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/110_1982_certificacion_solicitada_para_su_union_a_la_causa_281_del_csjm_12_de_enero_de_19.pdf,110_1982_certificacion_solicitada_para_su_union_a_la_causa_281_del_csjm_12_de_enero_de_19.pdf,1982-01-12,0.9937,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0013,"Informe de las distintas Jefaturas Superiores: Comisaría General de Información. ""Situación actual en las distintas regiones policiales y acciones de protesta previstas en relación a la ocupación del Palacio del Congreso de los Diputados"" (24 de febrero de 1981).",https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/policia/SITUACION_REGIONES_POLICIALES_24-02-81.pdf,SITUACION_REGIONES_POLICIALES_24-02-81.pdf,interior,policia,1981-02-24,rtve_1745,"""Informe de las distintas Jefaturas Superiores: Comisaría General de Información. """"Situación actual en las distintas regiones policiales y acciones de protesta previstas en relación a la ocupación del Palacio del Congreso de los Diputados"""" (24 de febrero de 1981).""",https://www.rtve.es/contenidos/documentos/23f-desclasificado/13_1981_informe_de_las_distintas_jefaturas_superiores_comisaria_general_de_informacion_s.pdf,13_1981_informe_de_las_distintas_jefaturas_superiores_comisaria_general_de_informacion_s.pdf,1981-02-24,0.9937,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0014,"Informe de las distintas Jefaturas Superiores: Comisaría General de Información. ""Situación actual en las distintas regiones policiales y acciones de protesta previstas en relación a la ocupación del Palacio del Congreso de los Diputados"" (25 de febrero de 1981).",https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/policia/SITUACION_REGIONES_POLICIALES_25-02-81.pdf,SITUACION_REGIONES_POLICIALES_25-02-81.pdf,interior,policia,1981-02-25,rtve_1756,"""Informe de las distintas Jefaturas Superiores: Comisaría General de Información. """"Situación actual en las distintas regiones policiales y acciones de protesta previstas en relación a la ocupación del Palacio del Congreso de los Diputados"""" (25 de febrero de 1981).""",https://www.rtve.es/contenidos/documentos/23f-desclasificado/14_1981_informe_de_las_distintas_jefaturas_superiores_comisaria_general_de_informacion_s.pdf,14_1981_informe_de_las_distintas_jefaturas_superiores_comisaria_general_de_informacion_s.pdf,1981-02-25,0.9937,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0036,Investigación y declaraciones personal AOME por JDDI (9 de abril de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_7_R.pdf,Documento_7_R.pdf,defensa,cni,1981-04-09,rtve_1797,Investigación y declaraciones personal AOME por JDDI (9 de abril de 1981).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/36_1981_investigacion_y_declaraciones_personal_aome_por_jddi_9_de_abril_de_1981.pdf,36_1981_investigacion_y_declaraciones_personal_aome_por_jddi_9_de_abril_de_1981.pdf,1981-04-09,0.9935,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0102,Relaciones entre algunos militares y paisanos armados (14 de abril de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_73_R.pdf,Documento_73_R.pdf,defensa,cni,1981-04-14,rtve_1704,Relaciones entre algunos militares y paisanos armados (14 de abril de 1981).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/102_1981_relaciones_entre_algunos_militares_y_paisanos_armados_14_de_abril_de_1981.pdf,102_1981_relaciones_entre_algunos_militares_y_paisanos_armados_14_de_abril_de_1981.pdf,1981-04-14,0.9917,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0085,Vista oral 2/81 del Consejo Supremo de Justicia Militar (16 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_56_R.pdf,Documento_56_R.pdf,defensa,cni,1982-03-16,rtve_1846,Vista oral 2/81 del Consejo Supremo de Justicia Militar (16 de marzo de 1982).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/85_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_16_de_marzo_de_1982.pdf,85_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_16_de_marzo_de_1982.pdf,1982-03-16,0.9917,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0082,Vista oral 2/81 del Consejo Supremo de Justicia Militar (23 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_53_R.pdf,Documento_53_R.pdf,defensa,cni,1982-03-23,rtve_1843,Vista oral 2/81 del Consejo Supremo de Justicia Militar (23 de marzo de 1982).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/82_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_23_de_marzo_de_1982.pdf,82_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_23_de_marzo_de_1982.pdf,1982-03-23,0.9917,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0078,Vista oral 2/81 del Consejo Supremo de Justicia Militar (29 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_49_R.pdf,Documento_49_R.pdf,defensa,cni,1982-03-29,rtve_1839,Vista oral 2/81 del Consejo Supremo de Justicia Militar (29 de marzo de 1982).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/78_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_29_de_marzo_de_1982.pdf,78_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_29_de_marzo_de_1982.pdf,1982-03-29,0.9917,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0081,Vista oral 2/81 del Consejo Supremo de Justicia Militar (22 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_52_R.pdf,Documento_52_R.pdf,defensa,cni,1982-03-22,rtve_1842,Vista oral 2/81 del Consejo Supremo de Justicia Militar (22 de marzo de 1982).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/81_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_22_de_marzo_de_1982.pdf,81_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_22_de_marzo_de_1982.pdf,1982-03-22,0.9917,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0086,Vista oral 2/81 del Consejo Supremo de Justicia Militar (15 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_57_R.pdf,Documento_57_R.pdf,defensa,cni,1982-03-15,rtve_1847,Vista oral 2/81 del Consejo Supremo de Justicia Militar (15 de marzo de 1982).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/86_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_15_de_marzo_de_1982.pdf,86_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_15_de_marzo_de_1982.pdf,1982-03-15,0.9917,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0061,Vista oral 2/81 del Consejo Supremo de Justicia Militar (29 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_32_R.pdf,Documento_32_R.pdf,defensa,cni,1982-04-29,rtve_1822,Vista oral 2/81 del Consejo Supremo de Justicia Militar (29 de abril de 1982).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/61_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_29_de_abril_de_1982.pdf,61_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_29_de_abril_de_1982.pdf,1982-04-29,0.9917,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0038,Comisiones militares (10 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_9_R.pdf,Documento_9_R.pdf,defensa,cni,1982-03-10,rtve_1799,Comisiones militares (10 de marzo de 1982).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/38_1982_comisiones_militares_10_de_marzo_de_1982.pdf,38_1982_comisiones_militares_10_de_marzo_de_1982.pdf,1982-03-10,0.991,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0099,Vista oral 2/81 del Consejo Supremo de Justicia Militar (20 de febrero de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_70_R.pdf,Documento_70_R.pdf,defensa,cni,1982-02-20,rtve_1860,Vista oral 2/81 del Consejo Supremo de Justicia Militar (20 de febrero de 1982).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/99_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_20_de_febrero_de_1982.pdf,99_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_20_de_febrero_de_1982.pdf,1982-02-20,0.9908,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
